"cityName","currency"
"Hanumangarh","Indian rupee"
"Nohar","Indian rupee"
"Sangareddy","Indian rupee"
"Danta, Banaskantha","Indian rupee"
"Bhairabkunda","Indian rupee"
"Bhilawadi","Indian rupee"
"Bhivpuri","Indian rupee"
"Bidkin","Indian rupee"
"Bidrahalli","Indian rupee"
"Khumulwng","Indian rupee"
"Sabour, Bhagalpur","Indian rupee"
"Siwana","Indian rupee"
"Abids","Indian rupee"
"Addanki","Indian rupee"
"Chausala","Indian rupee"
"Chikkajala","Indian rupee"
"Chinnakudal","Indian rupee"
"Chiraiyakot","Indian rupee"
"Raipur, Uttarakhand","Indian rupee"
"Rampura, Jalaun","Indian rupee"
"Roorkee Cantonment","Indian rupee"
"Kamothe","Indian rupee"
"Naubatpur","Indian rupee"
"Nava Raipur","Indian rupee"
"Nayapul","Indian rupee"
"New Kanpur City","Indian rupee"
"Bhinai","Indian rupee"
"Kankhal","Indian rupee"
"Sakoli","Indian rupee"
"Samdari","Indian rupee"
"Sangrul","Indian rupee"
"Santhanagopalapuram","Indian rupee"
"Sarairasi","Indian rupee"
"Nurmahal","Indian rupee"
"Sayala, Rajasthan","Indian rupee"
"Sencheri","Indian rupee"
"Masab Tank","Indian rupee"
"Mathumoola","Indian rupee"
"Babra, Gujarat","Indian rupee"
"Brkherabasantpur","Indian rupee"
"Chhindwada","Indian rupee"
"Dadegaon","Indian rupee"
"Kuttumukku","Indian rupee"
"Lingshet","Indian rupee"
"Majal, Barmer","Indian rupee"
"Nangal Kalan","Indian rupee"
"Nissing","Indian rupee"
"Pahari, Rajasthan","Indian rupee"
"Tisgaon","Indian rupee"
"Jaipur, Buldhana","Indian rupee"
"Kodoli","Indian rupee"
"Nagri, Chhattishgarh","Indian rupee"
"Nagri, Chhattisgarh","Indian rupee"
"Arjuni Morgaon","Indian rupee"
"Bawana","Indian rupee"
"Beawar","Indian rupee"
"Begumabad Budhana","Indian rupee"
"Begun","Indian rupee"
"Behta Hajipur","Indian rupee"
"Belgaum Cantonment","Indian rupee"
"Belonia, India","Indian rupee"
"Belthara Road","Indian rupee"
"Bettiah","Indian rupee"
"Beypore","Indian rupee"
"Bhabua","Indian rupee"
"Bhachau","Indian rupee"
"Bhadrak","Indian rupee"
"Bhagwant Nagar","Indian rupee"
"Bhainsdehi","Indian rupee"
"Bhamodi","Indian rupee"
"Bhandara, India","Indian rupee"
"Bhander","Indian rupee"
"Bharuch INA","Indian rupee"
"Bharuhana","Indian rupee"
"Bhatapara","Indian rupee"
"Bhawanipatna","Indian rupee"
"Bhilakhedi","Indian rupee"
"Bhilwara","Indian rupee"
"Bhimavaram","Indian rupee"
"Eluru","Indian rupee"
"Hinganghat","Indian rupee"
"Kalameshwar","Indian rupee"
"Kiraoli","Indian rupee"
"Mohpa","Indian rupee"
"Palakkad","Indian rupee"
"Pushkar","Indian rupee"
"Ranipur, Uttarakhand","Indian rupee"
"Rewari","Indian rupee"
"Chirala","Indian rupee"
"Chiria","Indian rupee"
"Chirkunda","Indian rupee"
"Chitbara Gaon","Indian rupee"
"Chohal","Indian rupee"
"Chopda","Indian rupee"
"Choto Haibor","Indian rupee"
"Churk","Indian rupee"
"Churu, Rajasthan","Indian rupee"
"Chümoukedima","Indian rupee"
"Clement Town","Indian rupee"
"Contai","Indian rupee"
"Daitari","Indian rupee"
"Dakor","Indian rupee"
"Dalavaipatti","Indian rupee"
"Dalmau","Indian rupee"
"Dalsinghsarai","Indian rupee"
"Damnagar","Indian rupee"
"Damoh","Indian rupee"
"Darwha","Indian rupee"
"Daryapur","Indian rupee"
"Dataganj","Indian rupee"
"Dattapur Dhamangaon","Indian rupee"
"Daurala","Indian rupee"
"Deeg","Indian rupee"
"Deesa","Indian rupee"
"Deoranian","Indian rupee"
"Dera Bassi","Indian rupee"
"Doraha, Ludhiana","Indian rupee"
"Bad, Uttar Pradesh","Indian rupee"
"Badi, Raisen","Indian rupee"
"Banat, India","Indian rupee"
"Khed, Satara","Indian rupee"
"Papparapatti, Salem","Indian rupee"
"Mangalampet","Indian rupee"
"Maraikayarpattinam","Indian rupee"
"Markayankottai","Indian rupee"
"Melamadai","Indian rupee"
"Melamaiyur","Indian rupee"
"Naranapuram","Indian rupee"
"Nattapettai","Indian rupee"
"Neiyyur","Indian rupee"
"Nilakkottai","Indian rupee"
"Sinnar","Indian rupee"
"Vengathur","Indian rupee"
"Virupakshipuram","Indian rupee"
"Aland, Karnataka","Indian rupee"
"Balel Pipariya","Indian rupee"
"Bhadgaon, Maharashtra","Indian rupee"
"Chikhli, Gujarat","Indian rupee"
"Deori, Bilaspur district","Indian rupee"
"GIFT City","Indian rupee"
"Gua, Jharkhand","Indian rupee"
"Hamirpur, Uttar Pradesh","Indian rupee"
"Jambughoda","Indian rupee"
"Jiwan Pur","Indian rupee"
"Kalyani, West Bengal","Indian rupee"
"Kanakpur Part-II","Indian rupee"
"Khanpur, Gujarat","Indian rupee"
"Korpana","Indian rupee"
"Lath, Rajkot","Indian rupee"
"Madhubani, India","Indian rupee"
"Mahuva, Surat","Indian rupee"
"Maroli","Indian rupee"
"Matar, Kheda","Indian rupee"
"Mendarda","Indian rupee"
"Mithapur","Indian rupee"
"Naharkatiya","Indian rupee"
"Nanakvada","Indian rupee"
"Naubaisa Gaon","Indian rupee"
"Nazira","Indian rupee"
"Oinam","Indian rupee"
"Okha Port","Indian rupee"
"Panipat Taraf Ansar","Indian rupee"
"Panipat Taraf Rajputan","Indian rupee"
"Queula","Indian rupee"
"Rajgamar","Indian rupee"
"Ranebennuru","Indian rupee"
"Saidul Ajaib","Indian rupee"
"Sakti, Chhattisgarh","Indian rupee"
"Salakati","Indian rupee"
"Salaya, India","Indian rupee"
"Sambhalka","Indian rupee"
"Samurou","Indian rupee"
"Sanoth","Indian rupee"
"Sapatgram","Indian rupee"
"Sasauli","Indian rupee"
"Sathyamangala","Indian rupee"
"Savarkundla","Indian rupee"
"Sekmai Bazar","Indian rupee"
"Shahabad, Kalaburagi","Indian rupee"
"Simga","Indian rupee"
"Siraspur","Indian rupee"
"Sirgiti","Indian rupee"
"Sonari","Indian rupee"
"Songadh","Indian rupee"
"Sukhrali","Indian rupee"
"Taj Pul","Indian rupee"
"Talai","Indian rupee"
"Tekari","Indian rupee"
"Thaltej","Indian rupee"
"Thongkhong Laxmi Bazar","Indian rupee"
"Tiruchanur","Indian rupee"
"Ullal","Indian rupee"
"Uncha Siwana","Indian rupee"
"Vadia (Narmada)","Indian rupee"
"Vaduj","Indian rupee"
"Valpoi","Indian rupee"
"Vaparala","Indian rupee"
"Vasavad","Indian rupee"
"Vastral","Indian rupee"
"Viraval, Navsari","Indian rupee"
"Canacona","Indian rupee"
"Patnagarh","Indian rupee"
"Radha Kund","Indian rupee"
"Shantipur","Indian rupee"
"Vijayapuri (North)","Indian rupee"
"Vizianagaram","Indian rupee"
"Hanamkonda","Indian rupee"
"Khamaria, Jabalpur","Indian rupee"
"New Town, Kolkata","Indian rupee"
"Arappalayam","Indian rupee"
"Aragalur","Indian rupee"
"Thalakulam","Indian rupee"
"Chainpur, Saharsa, Bihar","Indian rupee"
"Chakia, Uttar Pradesh","Indian rupee"
"Champa, Chhattisgarh","Indian rupee"
"Cheema, Sangrur","Indian rupee"
"Dalhousie Cantonment","Indian rupee"
"Daund","Indian rupee"
"Dehradun Cantonment","Indian rupee"
"Deori, Shahdol","Indian rupee"
"Haregaon","Indian rupee"
"Padmavati (Pawaya)","Indian rupee"
"Palanganatham","Indian rupee"
"Sreekaryam","Indian rupee"
"Sriniwaspuri","Indian rupee"
"Uatlok Twithu","Indian rupee"
"Ulloor","Indian rupee"
"Washi, Osmanabad","Indian rupee"
"Elathur, Kozhikode","Indian rupee"
"Frisal","Indian rupee"
"Jamai, India","Indian rupee"
"Junnardeo","Indian rupee"
"Shaikpet","Indian rupee"
"Thana Khurd, Sonipat","Indian rupee"
"Thulasendrapuram","Indian rupee"
"Alibag","Indian rupee"
"Aligarh","Indian rupee"
"Almora","Indian rupee"
"Baripada","Indian rupee"
"Daman, India","Indian rupee"
"Kamarhati","Indian rupee"
"Kanpur","Indian rupee"
"Latur","Indian rupee"
"Naihati","Indian rupee"
"New Tehri","Indian rupee"
"Noida","Indian rupee"
"Solapur","Indian rupee"
"Valsad","Indian rupee"
"Aurangabad","Indian rupee"
"Balakrishnapuram","Indian rupee"
"Begusarai","Indian rupee"
"Chaklasi","Indian rupee"
"Ghorawal","Indian rupee"
"Kannad","Indian rupee"
"Lambha","Indian rupee"
"Mandla","Indian rupee"
"Panna, Madhya Pradesh","Indian rupee"
"Rajsamand","Indian rupee"
"Robertsganj","Indian rupee"
"Sillod","Indian rupee"
"Yawal","Indian rupee"
"Aizawl","Indian rupee"
"Bhinmal","Indian rupee"
"Bikaner","Indian rupee"
"Faizabad","Indian rupee"
"Faridabad","Indian rupee"
"Giridih","Indian rupee"
"Jabalpur","Indian rupee"
"Mandi, Himachal Pradesh","Indian rupee"
"Sadulpur","Indian rupee"
"Tarn Taran Sahib","Indian rupee"
"Chanchalguda","Indian rupee"
"Chandrayan Gutta","Indian rupee"
"Chandroda","Indian rupee"
"Chanjody","Indian rupee"
"Laitumkhrah","Indian rupee"
"Hyderguda","Indian rupee"
"Punjagutta","Indian rupee"
"R.Nulenuru","Indian rupee"
"Rahata","Indian rupee"
"Rajpur, Baroda","Indian rupee"
"Rudrapatna","Indian rupee"
"Bhetaguri","Indian rupee"
"Chaderghat","Indian rupee"
"Devsar, Jammu and Kashmir","Indian rupee"
"Piduguralla","Indian rupee"
"Yalavagi","Indian rupee"
"Yalvigi","Indian rupee"
"Talikota","Indian rupee"
"Talikoti","Indian rupee"
"Curti, Goa","Indian rupee"
"Gangapur City","Indian rupee"
"Gohana","Indian rupee"
"Gola Gokarannath","Indian rupee"
"Bugganipalle","Indian rupee"
"Faridkot (rural)","Indian rupee"
"Karatali","Indian rupee"
"Semari tehsil","Indian rupee"
"Ahmedabad Cantonment","Indian rupee"
"Ahmedgarh","Indian rupee"
"Ahmedpur, Latur","Indian rupee"
"Air Force Area (Gorakhpur)","Indian rupee"
"Akhnoor","Indian rupee"
"Akot","Indian rupee"
"Alang","Indian rupee"
"Alappuzha","Indian rupee"
"Alawalpur","Indian rupee"
"Aliganj","Indian rupee"
"Alirajpur","Indian rupee"
"Amarpatan","Indian rupee"
"Ambah","Indian rupee"
"Ambajogai","Indian rupee"
"Ambala Cantonment","Indian rupee"
"Ambala Sadar","Indian rupee"
"Ambarnath","Indian rupee"
"Amethi","Indian rupee"
"Amreli","Indian rupee"
"Amroha","Indian rupee"
"Anaiyur, Virudhunagar","Indian rupee"
"Anand Nagar","Indian rupee"
"Anandpur Sahib","Indian rupee"
"Anjad","Indian rupee"
"Anjangaon","Indian rupee"
"Anklav","Indian rupee"
"Ankleshwar","Indian rupee"
"Anklesvar INA","Indian rupee"
"Antah","Indian rupee"
"Antari","Indian rupee"
"Anupshahr","Indian rupee"
"Aquem","Indian rupee"
"Arambagh","Indian rupee"
"Arkalgud","Indian rupee"
"Armapur Estate","Indian rupee"
"Aron, India","Indian rupee"
"Aron, Madhya Pradesh","Indian rupee"
"Aroor","Indian rupee"
"Arsikere","Indian rupee"
"Arumanai","Indian rupee"
"Ashoknagar, Madhya Pradesh","Indian rupee"
"Ashoknagar Kalyangarh","Indian rupee"
"Ashta, Madhya Pradesh","Indian rupee"
"Ashta, Maharashtra","Indian rupee"
"Asind","Indian rupee"
"Asola (Delhi)","Indian rupee"
"Assandh","Indian rupee"
"Atasu, Uttar Pradesh","Indian rupee"
"Athanur","Indian rupee"
"Auraiya","Indian rupee"
"Ausa (town)","Indian rupee"
"Avadattur","Indian rupee"
"Avadi","Indian rupee"
"Ayakudi","Indian rupee"
"Azizpur","Indian rupee"
"B. Meenakshipuram","Indian rupee"
"Babar Pur","Indian rupee"
"Baberu","Indian rupee"
"Babina, Uttar Pradesh","Indian rupee"
"Bachhraon","Indian rupee"
"Badagoan","Indian rupee"
"Badarwas","Indian rupee"
"Badawada","Indian rupee"
"Bade Bacheli","Indian rupee"
"Badhni Kalan","Indian rupee"
"Badkuhi","Indian rupee"
"Badlapur","Indian rupee"
"Badoda","Indian rupee"
"Baduria","Indian rupee"
"Chengalpattu","Indian rupee"
"Dahegam","Indian rupee"
"Goalpara","Indian rupee"
"Hapur","Indian rupee"
"Hasayan","Indian rupee"
"Ichalkaranji","Indian rupee"
"Kalyan-Dombivli","Indian rupee"
"Kharagpur","Indian rupee"
"Kurud","Indian rupee"
"Majitha","Indian rupee"
"Malegaon","Indian rupee"
"Maudaha","Indian rupee"
"Nagercoil","Indian rupee"
"Saharsa","Indian rupee"
"Sakhanu","Indian rupee"
"Satara (city)","Indian rupee"
"Shahapur (Thane)","Indian rupee"
"Shahjahanpur","Indian rupee"
"Shamli","Indian rupee"
"Tambaram","Indian rupee"
"Tirupati","Indian rupee"
"Udaipur, Tripura","Indian rupee"
"Udupi","Indian rupee"
"Vasai-Virar","Indian rupee"
"Warora","Indian rupee"
"Bardhaman","Indian rupee"
"Biloli","Indian rupee"
"Chandannagar","Indian rupee"
"Deglur","Indian rupee"
"Hadgaon","Indian rupee"
"Mukhed","Indian rupee"
"Batlagundu","Indian rupee"
"Chhindwara","Indian rupee"
"Kalamboli","Indian rupee"
"Karjat","Indian rupee"
"Etah","Indian rupee"
"Phagwara","Indian rupee"
"Tumsar","Indian rupee"
"Baghmara, Meghalaya","Indian rupee"
"Banda, Uttar Pradesh","Indian rupee"
"Basti, Uttar Pradesh","Indian rupee"
"Devadurga, India","Indian rupee"
"Dumka","Indian rupee"
"Gulariya, Uttar Pradesh","Indian rupee"
"Hariharpur, Sant Kabir Nagar","Indian rupee"
"Jangipur, Murshidabad","Indian rupee"
"Jhumpura","Indian rupee"
"Jonai Bazar","Indian rupee"
"Kalol, Gandhinagar","Indian rupee"
"Kampil","Indian rupee"
"Kangrali (KH)","Indian rupee"
"Kanodar","Indian rupee"
"Karachiya","Indian rupee"
"Kareli, Madhya Pradesh","Indian rupee"
"Karugampattur","Indian rupee"
"Katpar","Indian rupee"
"Mahona","Indian rupee"
"Mahroni","Indian rupee"
"Mahu Kalan","Indian rupee"
"Mahuvar","Indian rupee"
"Mairwa","Indian rupee"
"Majhara Pipar Ehatmali","Indian rupee"
"Majholi","Indian rupee"
"Makarba","Indian rupee"
"Makronia","Indian rupee"
"Maktampur","Indian rupee"
"Makum","Indian rupee"
"Malhargarh","Indian rupee"
"Mallamooppampatti","Indian rupee"
"Mallankinaru","Indian rupee"
"Manadur","Indian rupee"
"Mandaikadu","Indian rupee"
"Manegaon, Madhya Pradesh","Indian rupee"
"Mansa, Punjab","Indian rupee"
"Manwath","Indian rupee"
"Maradu","Indian rupee"
"Maramangalathupatti","Indian rupee"
"Marehra","Indian rupee"
"Maswasi","Indian rupee"
"Mawana","Indian rupee"
"Mekhliganj","Indian rupee"
"Melachokkanathapuram","Indian rupee"
"Melagaram","Indian rupee"
"Mendu","Indian rupee"
"Mirpur Turk","Indian rupee"
"Misrikh","Indian rupee"
"Mohgaon","Indian rupee"
"Mohiuddinpur","Indian rupee"
"Morshi","Indian rupee"
"Mowa, Chhattisgarh","Indian rupee"
"Mowad","Indian rupee"
"Mukrampur Khema","Indian rupee"
"Mulagumudu","Indian rupee"
"Mundia","Indian rupee"
"Mundwa","Indian rupee"
"Nachane","Indian rupee"
"Nadigaon","Indian rupee"
"Nagavakulam","Indian rupee"
"Nai Bazar","Indian rupee"
"Nainana Jat","Indian rupee"
"Nainwa","Indian rupee"
"Najibabad","Indian rupee"
"Namli","Indian rupee"
"Naoriya Pakhanglakpa","Indian rupee"
"Naravarikuppam","Indian rupee"
"Narayanpet","Indian rupee"
"Naregal, Gadag","Indian rupee"
"Nathampannai","Indian rupee"
"Naudhia","Indian rupee"
"Navagam Ghed","Indian rupee"
"Navghar-Manikpur","Indian rupee"
"Naya Baradwar","Indian rupee"
"Neem Ka Thana","Indian rupee"
"Nehtaur","Indian rupee"
"New Barrackpore","Indian rupee"
"Newa Talai","Indian rupee"
"Nidhauli Kalan","Indian rupee"
"Nildoh","Indian rupee"
"Ningthoukhong","Indian rupee"
"Nongmynsong","Indian rupee"
"Nowrozabad","Indian rupee"
"Nuapada","Indian rupee"
"Obedullaganj","Indian rupee"
"Old Malda","Indian rupee"
"Padampur, Rajasthan","Indian rupee"
"Pathalgaon","Indian rupee"
"Pattran","Indian rupee"
"Payal, India","Indian rupee"
"Pendra","Indian rupee"
"Poladpur","Indian rupee"
"Punganur","Indian rupee"
"Pynthorumkhrah","Indian rupee"
"Rabupura","Indian rupee"
"Rahimatpur","Indian rupee"
"Raisinghnagar","Indian rupee"
"Rajakhedi","Indian rupee"
"Rampur Bhawanipur","Indian rupee"
"Rampur Maniharan","Indian rupee"
"Rampura Phul","Indian rupee"
"Ranavav","Indian rupee"
"Rawatbhata","Indian rupee"
"Rayya, Amritsar","Indian rupee"
"Renukoot","Indian rupee"
"Resubelpara","Indian rupee"
"Risod","Indian rupee"
"Robertsonpet","Indian rupee"
"Runji Gautampura","Indian rupee"
"Rurki Kasba","Indian rupee"
"Sadaura","Indian rupee"
"Sadri","Indian rupee"
"Safidon","Indian rupee"
"Sailana","Indian rupee"
"Salumbar","Indian rupee"
"Sanaur","Indian rupee"
"Sanchore","Indian rupee"
"Sangole","Indian rupee"
"Santokhgarh","Indian rupee"
"Saoner","Indian rupee"
"Sarangpur, Madhya Pradesh","Indian rupee"
"Sardarpur","Indian rupee"
"Sardulgarh","Indian rupee"
"Sarkaghat","Indian rupee"
"Saswad","Indian rupee"
"Sausar","Indian rupee"
"Shahkot, India","Indian rupee"
"Shirwal","Indian rupee"
"Shrigonda","Indian rupee"
"Shrivardhan","Indian rupee"
"Siddhpur","Indian rupee"
"Sindhanur","Indian rupee"
"Sohna","Indian rupee"
"Sugauli, Bihar","Indian rupee"
"Sultanpur Lodhi","Indian rupee"
"Suratgarh","Indian rupee"
"Suryapet","Indian rupee"
"Talode","Indian rupee"
"Tanuku","Indian rupee"
"Tappa, Punjab","Indian rupee"
"Tasgaon","Indian rupee"
"Tekanpur, India","Indian rupee"
"Tharad","Indian rupee"
"Tilpat","Indian rupee"
"Tuni","Indian rupee"
"Udaipura","Indian rupee"
"Upper Tadong","Indian rupee"
"Vasantnagar","Indian rupee"
"Vasudevanallur","Indian rupee"
"Vijaigarh","Indian rupee"
"Vijainagar","Indian rupee"
"Vikasnagar","Indian rupee"
"Waghapur","Indian rupee"
"Wajegaon","Indian rupee"
"Walani","Indian rupee"
"Waliv","Indian rupee"
"Wanadongri","Indian rupee"
"Wankaner","Indian rupee"
"Warhapur","Indian rupee"
"Warud","Indian rupee"
"Yenagudde","Indian rupee"
"Yerkheda","Indian rupee"
"Zawlnuam","Indian rupee"
"Ziauddin Pur","Indian rupee"
"Malkapur, Kolhapur","Indian rupee"
"Manendragarh","Indian rupee"
"South Nallur","Indian rupee"
"Yol, Himachal Pradesh","Indian rupee"
"Aurai, Uttar Pradesh","Indian rupee"
"Ayangudi, Cuddalore","Indian rupee"
"Ayyampettai (Vellore district)","Indian rupee"
"Karimnagar","Indian rupee"
"Guhisar","Indian rupee"
"Gulab Bagh and Zoo","Indian rupee"
"Gwal Pahari","Indian rupee"
"Gwarighat","Indian rupee"
"S. K. Varma Nagar","Indian rupee"
"Sadar, Uttar Pradesh","Indian rupee"
"Sai Dham Rani Rajasthan","Indian rupee"
"Tankara","Indian rupee"
"Tekumatla","Indian rupee"
"Mariamman Kovil (Village), Thanjavur District","Indian rupee"
"Imamganj","Indian rupee"
"Attirala","Indian rupee"
"Kaimla","Indian rupee"
"Khambhra","Indian rupee"
"Sanjoo","Indian rupee"
"Shigli","Indian rupee"
"Sidlaphadi","Indian rupee"
"Baghpat","Indian rupee"
"Baidyabati","Indian rupee"
"Baihar","Indian rupee"
"Balasinor","Indian rupee"
"Baloda","Indian rupee"
"Balrampur","Indian rupee"
"Bangaon","Indian rupee"
"Banmore","Indian rupee"
"Bansatar Kheda","Indian rupee"
"Bansberia","Indian rupee"
"Barghat","Indian rupee"
"Bhilai","Indian rupee"
"Bhuj","Indian rupee"
"Bidar","Indian rupee"
"Bisharatganj","Indian rupee"
"Bokaro Steel City","Indian rupee"
"Budha Theh","Indian rupee"
"Dhar","Indian rupee"
"Gharaunda","Indian rupee"
"Hodal","Indian rupee"
"Hoshangabad","Indian rupee"
"Itarsi","Indian rupee"
"Jalpaiguri","Indian rupee"
"Kaithal","Indian rupee"
"Kalayat","Indian rupee"
"Karnal","Indian rupee"
"Nawabganj, Barabanki","Indian rupee"
"Rasulabad","Indian rupee"
"Sanguem","Indian rupee"
"Sheopur","Indian rupee"
"Barajamda","Indian rupee"
"Baranagar","Indian rupee"
"Baraut","Indian rupee"
"Barbari (AMC Area)","Indian rupee"
"Barbigha","Indian rupee"
"Bardoli","Indian rupee"
"Bargarh","Indian rupee"
"Barhalganj","Indian rupee"
"Barhi, Katni","Indian rupee"
"Bari, India","Indian rupee"
"Bari Brahmana","Indian rupee"
"Barigarh","Indian rupee"
"Bariwala","Indian rupee"
"Barnala","Indian rupee"
"Barrackpore","Indian rupee"
"Barrackpur Cantonment","Indian rupee"
"Baruipur","Indian rupee"
"Barwaha","Indian rupee"
"Bassi Pathana","Indian rupee"
"Bavla","Indian rupee"
"Ganj Basoda","Indian rupee"
"Madikeri","Indian rupee"
"Mapusa","Indian rupee"
"Qadian","Indian rupee"
"Lalitpur, India","Indian rupee"
"Sarnath","Indian rupee"
"Silvassa","Indian rupee"
"Bhatpara","Indian rupee"
"Birnagar","Indian rupee"
"Birpur, Supaul","Indian rupee"
"Bisanda Buzurg","Indian rupee"
"Bisokhar","Indian rupee"
"Biswanath Chariali","Indian rupee"
"Bodri","Indian rupee"
"Bohari","Indian rupee"
"Bolpur","Indian rupee"
"Bomdila","Indian rupee"
"Boothipuram","Indian rupee"
"Botad","Indian rupee"
"Budge Budge","Indian rupee"
"Budhpura","Indian rupee"
"Chachaura-Binaganj","Indian rupee"
"Chak Imam Ali","Indian rupee"
"Chakdaha","Indian rupee"
"Chalisgaon","Indian rupee"
"Champdani","Indian rupee"
"Chandla","Indian rupee"
"Machilipatnam","Indian rupee"
"Deodara","Indian rupee"
"Dola, Shahdol","Indian rupee"
"Jetpur, Navagadh","Indian rupee"
"Jhalda","Indian rupee"
"Moolakaraipatti","Indian rupee"
"Rajapur, Maharashtra","Indian rupee"
"Rewa, Madhya Pradesh","Indian rupee"
"Rohtak","Indian rupee"
"Sri Madhopur","Indian rupee"
"Chhatral INA","Indian rupee"
"Chhoti Sadri","Indian rupee"
"Jhunjhunu","Indian rupee"
"Kashipur, Uttarakhand","Indian rupee"
"Kokrajhar","Indian rupee"
"Lavasa","Indian rupee"
"Mira-Bhayandar","Indian rupee"
"Nuzvid","Indian rupee"
"Raebareli","Indian rupee"
"Gudalur, Nilgiris","Indian rupee"
"Kasara","Indian rupee"
"Kathua","Indian rupee"
"Raver, Maharashtra","Indian rupee"
"Sitamarhi","Indian rupee"
"Ayyalur","Indian rupee"
"Ayyampalayam, Dindigul","Indian rupee"
"Badra, India","Indian rupee"
"Beniganj","Indian rupee"
"Bhadreswar, Hooghly","Indian rupee"
"Bhalariya","Indian rupee"
"Bhankharpur","Indian rupee"
"Bharwari","Indian rupee"
"Chaupal, Himachal Pradesh","Indian rupee"
"Gandhigram, Tamil Nadu","Indian rupee"
"Jaswantnagar","Indian rupee"
"Jata Chhapar","Indian rupee"
"Jeron Khalsa","Indian rupee"
"Jhalu","Indian rupee"
"Jhundpura","Indian rupee"
"Jhusi Kohna","Indian rupee"
"Jintur","Indian rupee"
"Joshipura","Indian rupee"
"Jyoti Khuria","Indian rupee"
"Kabnur","Indian rupee"
"Kabrai","Indian rupee"
"Kachhauna Patseni","Indian rupee"
"Kachnal Gosain","Indian rupee"
"Kadayal","Indian rupee"
"Kagal","Indian rupee"
"Kairana","Indian rupee"
"Kaithoon","Indian rupee"
"Kakarhati","Indian rupee"
"Kakrala","Indian rupee"
"Kalambe Turf Thane","Indian rupee"
"Kali Chhapar","Indian rupee"
"Kalundre","Indian rupee"
"Kamalganj","Indian rupee"
"Kanhan (Pipri)","Indian rupee"
"Kantaphod","Indian rupee"
"Kappiyarai","Indian rupee"
"Kapren","Indian rupee"
"Karanje Turf Satara","Indian rupee"
"Karari","Indian rupee"
"Kargaina","Indian rupee"
"Karivali","Indian rupee"
"Karnawad","Indian rupee"
"Karnawal","Indian rupee"
"Karrapur","Indian rupee"
"Katariya, Ambedkar Nagar district","Indian rupee"
"Kathera","Indian rupee"
"Katol","Indian rupee"
"Kharkhoda, Meerut","Indian rupee"
"Mahilpur","Indian rupee"
"Maksi","Indian rupee"
"Mandawar, Uttar Pradesh","Indian rupee"
"Manvi","Indian rupee"
"Mathabhanga","Indian rupee"
"Modinagar","Indian rupee"
"Mukerian","Indian rupee"
"Mukundgarh","Indian rupee"
"Multai","Indian rupee"
"Mungeli","Indian rupee"
"Murgud","Indian rupee"
"Nabinagar","Indian rupee"
"Namna Kalan","Indian rupee"
"Narnaund","Indian rupee"
"Nehon","Indian rupee"
"Nongthymmai","Indian rupee"
"Nowshera, Jammu and Kashmir","Indian rupee"
"Palera","Indian rupee"
"Pandhurna","Indian rupee"
"Patharia","Indian rupee"
"Rishra","Indian rupee"
"Sanawad","Indian rupee"
"Shahapur, Karnataka","Indian rupee"
"Shrirampur","Indian rupee"
"Surapura","Indian rupee"
"Tarakeswar","Indian rupee"
"Vijayapura","Indian rupee"
"Visavadar","Indian rupee"
"Makrana","Indian rupee"
"Marwar Junction","Indian rupee"
"Mataundh","Indian rupee"
"Meghraj","Indian rupee"
"Suri, Birbhum","Indian rupee"
"Bhaba Nagar","Indian rupee"
"Dar-ul-Shifa","Indian rupee"
"Jagadhri","Indian rupee"
"Deori, Gondia","Indian rupee"
"Hasanpur","Indian rupee"
"Khammam","Indian rupee"
"Mehsi, Bihar","Indian rupee"
"Nampally, Hyderabad","Indian rupee"
"Vadakadu","Indian rupee"
"Godavarikhani","Indian rupee"
"Gogolá","Indian rupee"
"Golanthara","Indian rupee"
"Golf Links, New Delhi","Indian rupee"
"Koti, Hyderabad","Indian rupee"
"Peerzadiguda","Indian rupee"
"Periyakudal","Indian rupee"
"Kopri","Indian rupee"
"Kotkasim","Indian rupee"
"Kottamam","Indian rupee"
"Kudupu","Indian rupee"
"Kukas","Indian rupee"
"Kulajan","Indian rupee"
"Kumar, Jammu and Kashmir","Indian rupee"
"Kumathe","Indian rupee"
"Kundannoor","Indian rupee"
"Kurumbakkavu Bhagavathy Temple Edathala","Indian rupee"
"Sohagpur (Shahdol)","Indian rupee"
"Motihari village, Bihar","Indian rupee"
"Vallabhnagar","Indian rupee"
"Martur","Indian rupee"
"Mogalrajapuram","Indian rupee"
"Madhi","Indian rupee"
"Chhanera","Indian rupee"
"Kamal Pur Majra Burari","Indian rupee"
"Kandikuppam","Indian rupee"
"Sarmathura","Indian rupee"
"Gandhinagar, Vijayawada","Indian rupee"
"Durgawati","Indian rupee"
"Mangal Bari","Indian rupee"
"Babarpur Ajitmal","Indian rupee"
"Boriavi","Indian rupee"
"Katpadi","Indian rupee"
"Lormi","Indian rupee"
"Maghar, India","Indian rupee"
"Mogravadi","Indian rupee"
"Purulia","Indian rupee"
"Ratnagiri","Indian rupee"
"Sasaram","Indian rupee"
"Serampore","Indian rupee"
"Surendranagar Dudhrej","Indian rupee"
"Chunar","Indian rupee"
"Kota, Rajasthan","Indian rupee"
"Sopara","Indian rupee"
"Chakreshwar Mahadev Mandir","Indian rupee"
"Nallasopara","Indian rupee"
"Rampur, Uttar Pradesh","Indian rupee"
"Daboh","Indian rupee"
"Jaora","Indian rupee"
